Name,Full Name,Age,Height,Nationality,Overall,Potential,First Name,Last Name
D. Grubb,Dayle Grubb,26,183.0,England,62,62,Dayle,Grubb
D. Avdić,Denni Avdić,29,193.0,Sweden,62,62,Denni,Avdić
D. Al Qarni,Dhaifallah Al Qarni,29,168.0,Saudi Arabia,62,62,Dhaifallah,Al Qarni
D. Cardozo,Diego Cardozo,31,170.0,Argentina,62,62,Diego,Cardozo
D. Rosende,Diego Rosende,32,173.0,Chile,62,62,Diego,Rosende
D. Sosa,Diego Sosa,26,168.0,Argentina,62,62,Diego,Sosa
D. Oduro,Dominic Oduro,32,183.0,Ghana,62,62,Dominic,Oduro
Du Zhenyu,Du Zhenyu,35,175.0,China PR,62,62,Du,Zhenyu
E. Ávila,Edwin Ávila,31,183.0,Colombia,62,62,Edwin,Ávila
E. Valla Dønnem,Eirik Valla Dønnem,27,183.0,Norway,62,62,Eirik,Valla Dønnem
E. Nouri,Emin Nouri,32,180.0,Azerbaijan,62,62,Emin,Nouri
E. Bajrami,Emir Bajrami,30,178.0,Sweden,62,62,Emir,Bajrami
Fachendinho,Fachendinho,26,180.0,Brazil,62,62,Fachendinho,-
F. Crisanto,Felix Crisanto,27,175.0,Honduras,62,62,Felix,Crisanto
Feng Zhuoyi,Feng Zhuoyi,29,183.0,China PR,62,62,Feng,Zhuoyi
F. Baise,Festus Baise,38,173.0,Hong Kong,62,62,Festus,Baise
F. Hart,Florian Hart,28,183.0,Austria,62,62,Florian,Hart
F. Dady Ngoy,Francis Dady Ngoy,28,170.0,France,62,62,Francis,Dady Ngoy
F. Garcia,Francisco Garcia,29,179.0,Paraguay,62,62,Francisco,Garcia
F. Adu Kwame,Frank Adu Kwame,33,180.0,Ghana,62,62,Frank,Adu Kwame
G. Ávalos,Gabriel Ávalos,27,188.0,Paraguay,62,62,Gabriel,Ávalos
Gao Di,Gao Di,28,178.0,China PR,62,62,Gao,Di
G. MacKenzie,Gary MacKenzie,32,190.0,Scotland,62,62,Gary,MacKenzie
G. Miller,Gary Miller,31,181.0,Scotland,62,62,Gary,Miller
G. Perrulli,Giampietro Perrulli,33,170.0,Italy,62,62,Giampietro,Perrulli
G. Bolger,Greg Bolger,29,180.0,Republic of Ireland,62,62,Greg,Bolger
G. Jansson,Gustav Jansson,32,196.0,Sweden,62,62,Gustav,Jansson
H. Hosogai,Hajime Hosogai,32,178.0,Japan,62,62,Hajime,Hosogai
H. Robstad,Henrik Robstad,27,183.0,Norway,62,62,Henrik,Robstad
H. Futami,Hiroshi Futami,26,178.0,Japan,62,62,Hiroshi,Futami
H. Shaian,Hussain Abdoh Shaian,29,190.0,Saudi Arabia,62,62,Hussain,Abdoh Shaian
Hélton Carvalhal,Hélton Carvalhal,26,188.0,Brazil,62,62,Hélton,Carvalhal
I. Bermingham,Ian Bermingham,29,178.0,Republic of Ireland,62,62,Ian,Bermingham
I. Chenihi,Ibrahim Chenihi,28,178.0,Algeria,62,62,Ibrahim,Chenihi
I. Osbourne,Isaiah Osbourne,30,188.0,England,62,62,Isaiah,Osbourne
J. Campbell-Ryce,Jamal Campbell-Ryce,35,170.0,Jamaica,62,62,Jamal,Campbell-Ryce
J. Dunne,James Dunne,28,180.0,England,62,62,James,Dunne
J. Shea,James Shea,27,180.0,England,62,62,James,Shea
J. Devitt,Jamie Devitt,27,178.0,Republic of Ireland,62,62,Jamie,Devitt
J. Grimes,Jamie Grimes,27,188.0,England,62,62,Jamie,Grimes
J. Matt,Jamille Matt,28,190.0,Jamaica,62,62,Jamille,Matt
J. Mauersberger,Jan Mauersberger,33,193.0,Germany,62,62,Jan,Mauersberger
Javi Pérez,Javi Pérez,32,180.0,Spain,62,62,Javi,Pérez
Jeon Hyeon Chul,Jeon Hyeon Chul,27,175.0,Korea Republic,62,62,Jeon,Hyeon Chul
J. McGlashan,Jermaine McGlashan,30,170.0,England,62,62,Jermaine,McGlashan
J. McNulty,Jim McNulty,33,181.0,Scotland,62,62,Jim,McNulty
Jo Jae Cheol,Jo Jae Cheol,32,175.0,Korea Republic,62,62,Jo,Jae Cheol
J. Murphy,Joe Murphy,36,188.0,Republic of Ireland,62,62,Joe,Murphy
J. Thompson,Joe Thompson,29,183.0,England,62,62,Joe,Thompson
J. Kotzke,Jonatan Kotzke,28,183.0,Germany,62,62,Jonatan,Kotzke
J. Rebolledo,Jonathan Rebolledo,26,176.0,Chile,62,62,Jonathan,Rebolledo
J. Stead,Jonathan Stead,35,181.0,England,62,62,Jonathan,Stead
J. Payne,Josh Payne,27,183.0,England,62,62,Josh,Payne
J. Labadie,Joss Labadie,27,188.0,England,62,62,Joss,Labadie
João Pereira,João Pereira,28,183.0,Portugal,62,62,João,Pereira
J. Barrera,Juan Barrera,29,180.0,Nicaragua,62,62,Juan,Barrera
J. Delétraz,Julien Delétraz,32,175.0,France,62,62,Julien,Delétraz
Jung San,Jung San,29,190.0,Korea Republic,62,62,Jung,San
Jwa Joon Hyeop,Jwa Joon Hyeop,27,181.0,Korea Republic,62,62,Jwa,Joon Hyeop
K. Ono,Kazunari Ono,28,180.0,Japan,62,62,Kazunari,Ono
K. Seki,Kentaro Seki,32,178.0,Japan,62,62,Kentaro,Seki
Kim Do Hyung,Kim Do Hyung,27,180.0,Korea Republic,62,62,Kim,Do Hyung
Kim Keun Hoan,Kim Keun Hoan,31,193.0,Korea Republic,62,62,Kim,Keun Hoan
Kim Kyung Jung,Kim Kyung Jung,27,178.0,Korea Republic,62,62,Kim,Kyung Jung
Kim Sang Won,Kim Sang Won,26,175.0,Korea Republic,62,62,Kim,Sang Won
K. Yamamoto,Kosuke Yamamoto,28,178.0,Japan,62,62,Kosuke,Yamamoto
K. Fujimoto,Kota Fujimoto,32,178.0,Japan,62,62,Kota,Fujimoto
K. Lejeune,Kévin Lejeune,33,180.0,France,62,62,Kévin,Lejeune
Lang Zheng,Lang Zheng,31,190.0,China PR,62,62,Lang,Zheng
L. Bender,Lars Bender,30,188.0,Germany,62,62,Lars,Bender
L. Grorud,Lars Grorud,34,188.0,Norway,62,62,Lars,Grorud
L. Walthert,Laurent Walthert,34,178.0,Switzerland,62,62,Laurent,Walthert
Lee Hyun Woong,Lee Hyun Woong,30,175.0,Korea Republic,62,62,Lee,Hyun Woong
Lee Jin Hyung,Lee Jin Hyung,30,188.0,Korea Republic,62,62,Lee,Jin Hyung
L. Price,Lewis Price,33,190.0,Wales,62,62,Lewis,Price
L. Young,Lewis Young,28,175.0,England,62,62,Lewis,Young
Li Tixiang,Li Tixiang,28,180.0,China PR,62,62,Li,Tixiang
Li Yunqiu,Li Yunqiu,27,182.0,China PR,62,62,Li,Yunqiu
L. Reddy,Liam Reddy,36,188.0,Australia,62,62,Liam,Reddy
Liu Weidong,Liu Weidong,31,178.0,China PR,62,62,Liu,Weidong
Liu Yu,Liu Yu,33,183.0,China PR,62,62,Liu,Yu
Longchang Lin,Longchang Lin,28,188.0,China PR,62,62,Longchang,Lin
L. Dodds,Louis Dodds,31,178.0,England,62,62,Louis,Dodds
M. Chergui,Malek Chergui,29,181.0,France,62,62,Malek,Chergui
M. Baude,Marcel Baude,28,178.0,Germany,62,62,Marcel,Baude
M. Pode,Marcus Pode,32,188.0,Sweden,62,62,Marcus,Pode
M. Willsch,Marius Willsch,27,180.0,Germany,62,62,Marius,Willsch
M. Thorbjörnsson,Markus Thorbjörnsson,30,188.0,Sweden,62,62,Markus,Thorbjörnsson
M. Pribula,Martin Pribula,32,168.0,Slovakia,62,62,Martin,Pribula
M. Woolford,Martyn Woolford,32,183.0,England,62,62,Martyn,Woolford
M. Vallecilla,Marvin Vallecilla,27,175.0,Colombia,62,62,Marvin,Vallecilla
M. Piątkowski,Mateusz Piątkowski,33,185.0,Poland,62,62,Mateusz,Piątkowski
M. Solheim,Mats Solheim,30,178.0,Norway,62,62,Mats,Solheim
M. Green,Matt Green,31,183.0,England,62,62,Matt,Green
M. Simon,Matt Simon,32,188.0,Australia,62,62,Matt,Simon
M. Taylor,Matt Taylor,36,178.0,England,62,62,Matt,Taylor
M. Kühne,Matthias Kühne,30,178.0,Germany,62,62,Matthias,Kühne
M. Bottani,Mattia Bottani,27,170.0,Switzerland,62,62,Mattia,Bottani
M. Albornoz,Mauricio Albornoz,30,183.0,Sweden,62,62,Mauricio,Albornoz
M. Biamou,Maxime Biamou,27,185.0,France,62,62,Maxime,Biamou
M. Sak,Mehmet Sak,28,183.0,Turkey,62,62,Mehmet,Sak
M. Gardawski,Michael Gardawski,27,178.0,Germany,62,62,Michael,Gardawski
M. McGlinchey,Michael McGlinchey,31,175.0,New Zealand,62,62,Michael,McGlinchey
M. Raynes,Michael Raynes,30,193.0,England,62,62,Michael,Raynes
M. Rose,Michael Rose,35,180.0,England,62,62,Michael,Rose
M. Schimpelsberger,Michael Schimpelsberger,27,180.0,Austria,62,62,Michael,Schimpelsberger
M. Austin,Mitch Austin,27,185.0,Australia,62,62,Mitch,Austin
M. Hamoud,Mounir Hamoud,33,178.0,Norway,62,62,Mounir,Hamoud
M. Al Enazi,Muhanna Al Enazi,34,160.0,Saudi Arabia,62,62,Muhanna,Al Enazi
N. Sakurauchi,Nagisa Sakurauchi,28,175.0,Japan,62,62,Nagisa,Sakurauchi
N. Fofana,Nama Fofana,28,183.0,France,62,62,Nama,Fofana
N. Sakemoto,Noriyuki Sakemoto,33,175.0,Japan,62,62,Noriyuki,Sakemoto
P. Magnín,Pablo Magnín,28,178.0,Argentina,62,62,Pablo,Magnín
P. Maiorino,Pasquale Maiorino,29,170.0,Italy,62,62,Pasquale,Maiorino
P. Kristensen,Patrick Kristensen,31,173.0,Denmark,62,62,Patrick,Kristensen
P. Caddis,Paul Caddis,30,170.0,Scotland,62,62,Paul,Caddis
P. Mingoia,Piero Mingoia,26,170.0,England,62,62,Piero,Mingoia
R. Fergonzi,Ramiro Fergonzi,29,178.0,Argentina,62,62,Ramiro,Fergonzi
R. Minor,Rasmus Minor,30,184.0,Denmark,62,62,Rasmus,Minor
R. Duffy,Richard Duffy,32,180.0,Wales,62,62,Richard,Duffy
R. Sutton,Ritchie Sutton,32,183.0,England,62,62,Ritchie,Sutton
R. Deacon,Roarie Deacon,26,181.0,England,62,62,Roarie,Deacon
R. Haemhouts,Robbie Haemhouts,34,182.0,Belgium,62,62,Robbie,Haemhouts
R. Sattelmaier,Rouven Sattelmaier,30,188.0,Germany,62,62,Rouven,Sattelmaier
S. Zizzo,Sal Zizzo,31,178.0,United States,62,62,Sal,Zizzo
S. Slocombe,Sam Slocombe,30,183.0,England,62,62,Sam,Slocombe
S. Balić,Saša Balić,28,183.0,Montenegro,62,62,Saša,Balić
S. Hyodo,Shingo Hyodo,32,173.0,Japan,62,62,Shingo,Hyodo
S. Otsuki,Shuhei Otsuki,29,178.0,Japan,62,62,Shuhei,Otsuki
S. Morishita,Shun Morishita,32,178.0,Japan,62,62,Shun,Morishita
S. Rasswalder,Siegfried Rasswalder,31,175.0,Austria,62,62,Siegfried,Rasswalder
S. Jackson,Simeon Jackson,31,173.0,Canada,62,62,Simeon,Jackson
S. Antonijevic,Stefan Antonijevic,29,198.0,United States,62,62,Stefan,Antonijevic
S. Dawson,Stephen Dawson,32,183.0,Republic of Ireland,62,62,Stephen,Dawson
S. McGinn,Stephen McGinn,29,180.0,Scotland,62,62,Stephen,McGinn
S. Nelson,Stuart Nelson,36,188.0,England,62,62,Stuart,Nelson
Sui Weijie,Sui Weijie,35,188.0,China PR,62,62,Sui,Weijie
S. Al Masrahi,Sultan Mohammed Al Masrahi,31,185.0,Saudi Arabia,62,62,Sultan,Mohammed Al Masrahi
Sun Shilin,Sun Shilin,29,178.0,China PR,62,62,Sun,Shilin
T. Socha,Tadeusz Socha,30,183.0,Poland,62,62,Tadeusz,Socha
T. Sawada,Takashi Sawada,27,170.0,Japan,62,62,Takashi,Sawada
T. Matsuura,Takuya Matsuura,29,168.0,Japan,62,62,Takuya,Matsuura
T. Majrashi,Talal Majrashi,27,170.0,Saudi Arabia,62,62,Talal,Majrashi
T. Bunmathan,Theeratorn Bunmathan,28,173.0,Thailand,62,62,Theeratorn,Bunmathan
Tiagildo Serra,Tiagildo Serra,30,175.0,Brazil,62,62,Tiagildo,Serra
T. Siedschlag,Tim Siedschlag,30,180.0,Germany,62,62,Tim,Siedschlag
T. Aldred,Tom Aldred,27,188.0,Scotland,62,62,Tom,Aldred
T. Broadbent,Tom Broadbent,26,190.0,England,62,62,Tom,Broadbent
T. Soares,Tom Soares,31,183.0,England,62,62,Tom,Soares
T. Yokoyama,Tomonobu Yokoyama,33,183.0,Japan,62,62,Tomonobu,Yokoyama
Túlio Nevinha,Túlio Nevinha,30,188.0,Brazil,62,62,Túlio,Nevinha
Wan Houliang,Wan Houliang,32,188.0,China PR,62,62,Wan,Houliang
Wang Shouting,Wang Shouting,32,185.0,China PR,62,62,Wang,Shouting
W. Hashimoto,Wataru Hashimoto,31,180.0,Japan,62,62,Wataru,Hashimoto
W. Piñones,Wilson Piñones,30,175.0,Chile,62,62,Wilson,Piñones
Y. Al Musallam,Yahya Al Musallam,31,183.0,Saudi Arabia,62,62,Yahya,Al Musallam
Yang Shanping,Yang Shanping,30,188.0,China PR,62,62,Yang,Shanping
Yeo Seong Hae,Yeo Seong Hae,30,185.0,Korea Republic,62,62,Yeo,Seong Hae
Y. Arquin,Yoann Arquin,30,188.0,France,62,62,Yoann,Arquin
Y. Tanaka,Yudai Tanaka,29,170.0,Japan,62,62,Yudai,Tanaka
Y. Tasaka,Yusuke Tasaka,32,175.0,Japan,62,62,Yusuke,Tasaka
Y. Kobayashi,Yuzo Kobayashi,32,175.0,Japan,62,62,Yuzo,Kobayashi
Y. Ma-Kalambay,Yves Ma-Kalambay,32,198.0,DR Congo,62,62,Yves,Ma-Kalambay
Zhang Chiming,Zhang Chiming,29,180.0,China PR,62,62,Zhang,Chiming
Zhu Baojie,Zhu Baojie,28,175.0,China PR,62,62,Zhu,Baojie
Zhu Ting,Zhu Ting,32,180.0,China PR,62,62,Zhu,Ting
Z. Ljubijankič,Zlatan Ljubijankič,34,185.0,Slovenia,62,62,Zlatan,Ljubijankič
O. Balanta,Óscar Balanta,30,188.0,Colombia,62,62,Óscar,Balanta
O. Rodas,Óscar Rodas,31,175.0,Colombia,62,62,Óscar,Rodas
L. Garguła,Łukasz Garguła,37,183.0,Poland,62,62,Łukasz,Garguła
L. Sapela,Łukasz Sapela,35,185.0,Poland,62,62,Łukasz,Sapela
B. Gilmour,Billy Gilmour,17,173.0,Scotland,61,84,Billy,Gilmour
R. Griffiths,Reo Griffiths,18,180.0,England,61,84,Reo,Griffiths
J. Vagnoman,Josha Vagnoman,17,188.0,Germany,61,83,Josha,Vagnoman
C. Jones,Curtis Jones,17,183.0,England,61,82,Curtis,Jones
Y. Bisseck,Yann Aurel Bisseck,17,193.0,Germany,61,82,Yann,Aurel Bisseck
A. Gallo,Antonino Gallo,18,183.0,Italy,61,81,Antonino,Gallo
C. Ferreira,Cristian Ferreira,18,175.0,Argentina,61,81,Cristian,Ferreira
Guillamón,Guillamón,18,178.0,Spain,61,81,Guillamón,-
K. Moreno,Kevin Moreno,17,188.0,Colombia,61,81,Kevin,Moreno
L. Østigård,Leo Østigård,18,183.0,Norway,61,81,Leo,Østigård
Rafael Camacho,Rafael Camacho,18,175.0,Portugal,61,81,Rafael,Camacho
R. Aït Nouri,Rayan Aït Nouri,17,178.0,France,61,81,Rayan,Aït Nouri
Robert,Robert,17,178.0,Spain,61,81,Robert,-
D. Vlahovic,Dusan Vlahovic,18,190.0,Serbia,61,80,Dusan,Vlahovic
E. Vignato,Emanuel Vignato,17,175.0,Italy,61,80,Emanuel,Vignato
F. Gattoni,Federico Gattoni,19,183.0,Argentina,61,80,Federico,Gattoni
F. Álvarez,Francisco Álvarez,18,180.0,Argentina,61,80,Francisco,Álvarez
J. Clarke,Jack Clarke,17,178.0,England,61,80,Jack,Clarke
J. Lindsey,Jaylin Lindsey,18,173.0,United States,61,80,Jaylin,Lindsey
J. Burkardt,Jonathan Burkardt,17,180.0,Germany,61,80,Jonathan,Burkardt
T. Christensen,Tobias Christensen,18,178.0,Norway,61,80,Tobias,Christensen
A. Fontana,Anthony Fontana,18,173.0,United States,61,79,Anthony,Fontana
C. Kouan,Christian Kouan,18,178.0,Ivory Coast,61,79,Christian,Kouan
Diego Pampín,Diego Pampín,18,175.0,Spain,61,79,Diego,Pampín
I. Meslier,Illan Meslier,18,196.0,France,61,79,Illan,Meslier
J. Willock,Joseph Willock,18,183.0,England,61,79,Joseph,Willock
L. Bolton,Luke Bolton,18,175.0,England,61,79,Luke,Bolton
M. Insaurralde,Manuel Insaurralde,19,175.0,Argentina,61,79,Manuel,Insaurralde
M. Taylor-Crossdale,Martell Taylor-Crossdale,18,185.0,England,61,79,Martell,Taylor-Crossdale
N. Raskin,Nicolas Raskin,17,178.0,Belgium,61,79,Nicolas,Raskin
N. Andereggen,Nicolás Andereggen,18,175.0,Argentina,61,79,Nicolás,Andereggen
P. Pfeiffer,Patric Pfeiffer,18,196.0,Germany,61,79,Patric,Pfeiffer
R. Alvarez,Ricardo Alvarez,19,175.0,Chile,61,79,Ricardo,Alvarez
R. de la Rosa,Roberto de la Rosa,18,178.0,Mexico,61,79,Roberto,de la Rosa
T. Børkeeiet,Tobias Børkeeiet,19,185.0,Norway,61,79,Tobias,Børkeeiet
Y. Diouf,Yehvann Diouf,18,188.0,France,61,79,Yehvann,Diouf
Y. Akgün,Yunus Akgün,17,173.0,Turkey,61,79,Yunus,Akgün
A. Muric,Arijanet Muric,19,198.0,Montenegro,61,78,Arijanet,Muric
B. Burns,Bobby Burns,18,173.0,Northern Ireland,61,78,Bobby,Burns
B. Figueroa,Bryan Figueroa,19,180.0,Chile,61,78,Bryan,Figueroa
C. Cásseres Jr,Cristian Cásseres Jr,18,175.0,Venezuela,61,78,Cristian,Cásseres Jr
E. Orona,Efraín Orona,19,180.0,Mexico,61,78,Efraín,Orona
H. Souttar,Harry Souttar,19,201.0,Scotland,61,78,Harry,Souttar
Iñaki Peña,Iñaki Peña,19,183.0,Spain,61,78,Iñaki,Peña
J. Lotomba,Jordan Lotomba,19,178.0,Switzerland,61,78,Jordan,Lotomba
L. Balerdi,Leonardo Balerdi,19,188.0,Argentina,61,78,Leonardo,Balerdi
M. Sagnan,Modibo Sagnan,19,188.0,France,61,78,Modibo,Sagnan
P. Da Silva,Pierre Da Silva,19,175.0,United States,61,78,Pierre,Da Silva
R. Porteous,Ryan Porteous,19,185.0,Scotland,61,78,Ryan,Porteous
S. Schreck,Sam Schreck,19,180.0,Germany,61,78,Sam,Schreck
T. Basila,Thomas Basila,19,188.0,France,61,78,Thomas,Basila
Y. Fofana,Youssouf Fofana,19,175.0,France,61,78,Youssouf,Fofana
A. Sissako,Abdoulaye Sissako,20,185.0,France,61,77,Abdoulaye,Sissako
Aitor Lorea,Aitor Lorea,20,170.0,Spain,61,77,Aitor,Lorea
A. Paşcanu,Alexandru Paşcanu,19,185.0,Romania,61,77,Alexandru,Paşcanu
B. Anderson,Bruce Anderson,19,178.0,Scotland,61,77,Bruce,Anderson
C. Klarer,Christoph Klarer,18,190.0,Austria,61,77,Christoph,Klarer
C. Vidal,Clément Vidal,18,185.0,France,61,77,Clément,Vidal
D. Duhaney,Demeaco Duhaney,19,180.0,England,61,77,Demeaco,Duhaney
D. Emmanouilidis,Dimitrios Emmanouilidis,17,170.0,Greece,61,77,Dimitrios,Emmanouilidis
F. Benko,Fabian Benko,20,180.0,Germany,61,77,Fabian,Benko
F. Medina,Facundo Medina,19,180.0,Argentina,61,77,Facundo,Medina
H. Adıgüzel,Hasan Ali Adıgüzel,18,178.0,Turkey,61,77,Hasan,Ali Adıgüzel
J. Bamert,Jan Bamert,20,183.0,Switzerland,61,77,Jan,Bamert
J. Beste,Jan Niklas Beste,19,175.0,Germany,61,77,Jan,Niklas Beste
J. Aguilera,José Aguilera,18,168.0,Chile,61,77,José,Aguilera
M. Wintzheimer,Manuel Wintzheimer,19,180.0,Germany,61,77,Manuel,Wintzheimer
N. Fernández,Nicolás Fernández,18,170.0,Chile,61,77,Nicolás,Fernández
P. Will,Paul Will,19,185.0,Germany,61,77,Paul,Will
S. Benega,Sebastián Benega,19,175.0,Argentina,61,77,Sebastián,Benega
T. Buitink,Thomas Buitink,18,175.0,Netherlands,61,77,Thomas,Buitink
Y. Tatsuta,Yugo Tatsuta,20,188.0,Japan,61,77,Yugo,Tatsuta
A. Zekaj,Arton Zekaj,18,188.0,Serbia,61,76,Arton,Zekaj
A. Oxborough,Aston Oxborough,20,185.0,England,61,76,Aston,Oxborough
A. Babacan,Atalay Babacan,18,175.0,Turkey,61,76,Atalay,Babacan
B. White,Ben White,20,183.0,England,61,76,Ben,White
C. Villanueva,Carlos Villanueva,19,170.0,Chile,61,76,Carlos,Villanueva
C. Harries,Cian Harries,21,185.0,Wales,61,76,Cian,Harries
D. Meredith,Daniel Meredith,18,173.0,Scotland,61,76,Daniel,Meredith
D. Haspolat,Dogucan Haspolat,18,178.0,Netherlands,61,76,Dogucan,Haspolat
G. Simeone,Gianluca Simeone,19,185.0,Argentina,61,76,Gianluca,Simeone
I. Ugbo,Iké Ugbo,19,185.0,England,61,76,Iké,Ugbo
J. Torres,Jairo Torres,18,170.0,Mexico,61,76,Jairo,Torres
J. Méndez,Juan Méndez,20,175.0,Argentina,61,76,Juan,Méndez
L. Tupta,Lubomir Tupta,20,180.0,Slovakia,61,76,Lubomir,Tupta
M. Olsen Pettersen,Markus Olsen Pettersen,18,190.0,Norway,61,76,Markus,Olsen Pettersen
M. Toye,Mason Toye,19,190.0,United States,61,76,Mason,Toye
N. Barona,Neider Barona,20,175.0,Colombia,61,76,Neider,Barona
R. Tulloch,Rayhaan Tulloch,17,178.0,England,61,76,Rayhaan,Tulloch
S. Klaas,Sebastian Klaas,20,178.0,Germany,61,76,Sebastian,Klaas
T. Svendsen,Tobias Svendsen,18,173.0,Norway,61,76,Tobias,Svendsen
T. Alarcón,Tomás Alarcón,18,175.0,Chile,61,76,Tomás,Alarcón
M. Chouiar,-,19,178.0,France,61,75,-,-
A. Dursun,Abdurrahim Dursun,19,178.0,Turkey,61,75,Abdurrahim,Dursun
A. Edun,Adetayo Edun,20,170.0,England,61,75,Adetayo,Edun
A. Sevinç,Ahmet Hakan Sevinç,19,170.0,Turkey,61,75,Ahmet,Hakan Sevinç
A. Whiteman,Alfie Whiteman,19,185.0,England,61,75,Alfie,Whiteman
A. Ciss,Amadou Ciss,18,180.0,Senegal,61,75,Amadou,Ciss
A. Donkor,Anton Donkor,20,185.0,Germany,61,75,Anton,Donkor
B. Risa,Birk Risa,20,188.0,Norway,61,75,Birk,Risa
C. Yüksel,Celil Yüksel,20,175.0,Turkey,61,75,Celil,Yüksel
C. Owens,Charlie Owens,20,175.0,Northern Ireland,61,75,Charlie,Owens
D. Burgzorg,Delano Burgzorg,19,185.0,Netherlands,61,75,Delano,Burgzorg
E. Sánchez,Erick Sánchez,18,168.0,Mexico,61,75,Erick,Sánchez
F. Cambeses,Facundo Cambeses,21,185.0,Argentina,61,75,Facundo,Cambeses
G. Gül,Gökhan Gül,19,180.0,Germany,61,75,Gökhan,Gül
J. Brandon,Jamie Brandon,20,175.0,Scotland,61,75,Jamie,Brandon
J. Vásquez,Johan Vásquez,19,183.0,Mexico,61,75,Johan,Vásquez
J. Klinsmann,Jonathan Klinsmann,21,193.0,United States,61,75,Jonathan,Klinsmann
Jorge Mier,Jorge Mier,19,175.0,Spain,61,75,Jorge,Mier
J. Masson,Julien Masson,20,183.0,France,61,75,Julien,Masson
K. Sterling,Kazaiah Sterling,19,180.0,England,61,75,Kazaiah,Sterling
K. Gutiérrez,Kevin Gutiérrez,21,168.0,Argentina,61,75,Kevin,Gutiérrez
K. Machida,Koki Machida,20,190.0,Japan,61,75,Koki,Machida
L. Kramer,Lars Kramer,18,193.0,Netherlands,61,75,Lars,Kramer
L. Pizarro,Luciano Pizarro,20,185.0,Argentina,61,75,Luciano,Pizarro
L. Daschner,Lukas Daschner,19,183.0,Germany,61,75,Lukas,Daschner
M. Nani,Matías Nani,20,188.0,Argentina,61,75,Matías,Nani
Meseguer,Meseguer,18,175.0,Spain,61,75,Meseguer,-
M. Dobre,Mihai Dobre,19,178.0,Romania,61,75,Mihai,Dobre
N. Laursen,Nikolai Laursen,20,185.0,Denmark,61,75,Nikolai,Laursen
P. Smyth,Paul Smyth,20,175.0,Northern Ireland,61,75,Paul,Smyth
R. Nicolaisen,Rasmus Nicolaisen,21,190.0,Denmark,61,75,Rasmus,Nicolaisen
R. Hepburn-Murphy,Rushian Hepburn-Murphy,19,173.0,England,61,75,Rushian,Hepburn-Murphy
S. van Hooijdonk,Sydney van Hooijdonk,18,185.0,Netherlands,61,75,Sydney,van Hooijdonk
V. Müller,Valentino Müller,19,175.0,Austria,61,75,Valentino,Müller
Álex Dos Santos,Álex Dos Santos,19,185.0,Brazil,61,75,Álex,Dos Santos
A. Maziero,Agustín Maziero,20,178.0,Argentina,61,74,Agustín,Maziero
A. Rinomhota,Andy Rinomhota,21,175.0,England,61,74,Andy,Rinomhota
Chen Binbin,Chen Binbin,20,178.0,China PR,61,74,Chen,Binbin
C. Operi,Christopher Operi,21,183.0,France,61,74,Christopher,Operi
C. Johnson,Connor Johnson,20,188.0,England,61,74,Connor,Johnson
D. Tchamba,Duplexe Tchamba,19,183.0,Cameroon,61,74,Duplexe,Tchamba
D. Gyollai,Dániel Gyollai,21,193.0,Hungary,61,74,Dániel,Gyollai
E. Cerna,Edwin Cerna,20,173.0,Mexico,61,74,Edwin,Cerna
Eliseo Falcón,Eliseo Falcón,21,183.0,Spain,61,74,Eliseo,Falcón
E. Ojeda,Emanuel Ojeda,20,180.0,Argentina,61,74,Emanuel,Ojeda
Giovanni,Giovanni,19,165.0,Spain,61,74,Giovanni,-
G. Hatano,Go Hatano,20,198.0,Japan,61,74,Go,Hatano
G. Sağlam,Görkem Sağlam,20,178.0,Germany,61,74,Görkem,Sağlam
H. Daza,Hugo Daza,20,175.0,Colombia,61,74,Hugo,Daza
I. Magnusson,Isak Magnusson,20,180.0,Sweden,61,74,Isak,Magnusson
I. Aguilar,Isaác Aguilar,20,178.0,Mexico,61,74,Isaác,Aguilar
Iván,Iván,21,180.0,Spain,61,74,Iván,-
J. Bocanegra,Johan Bocanegra,19,170.0,Colombia,61,74,Johan,Bocanegra
J. Estrada,Jonathan Estrada,20,185.0,Mexico,61,74,Jonathan,Estrada
J. Sánchez Purata,Juan Sánchez Purata,20,188.0,Mexico,61,74,Juan,Sánchez Purata
K. Kristinsson,Kristófer Ingi Kristinsson,19,190.0,Iceland,61,74,Kristófer,Ingi Kristinsson
L. Mokhevishvili,Lado Mokhevishvili,22,175.0,Georgia,61,74,Lado,Mokhevishvili
Lee Jae Ik,Lee Jae Ik,19,185.0,Korea Republic,61,74,Lee,Jae Ik
M. Amundsen,Malte Amundsen,20,178.0,Denmark,61,74,Malte,Amundsen
M. Kaasa,Markus Kaasa,20,175.0,Norway,61,74,Markus,Kaasa
M. Cortés,Maurício Cortés,21,173.0,Colombia,61,74,Maurício,Cortés
N. Tiknizyan,Nair Tiknizyan,19,180.0,Russia,61,74,Nair,Tiknizyan
N. Phillips,Nathaniel Phillips,21,188.0,England,61,74,Nathaniel,Phillips
Oh Se Hun,Oh Se Hun,19,190.0,Korea Republic,61,74,Oh,Se Hun
P. Struijk,Pascal Struijk,18,190.0,Netherlands,61,74,Pascal,Struijk
R. Romero,Roberto Romero,19,170.0,Chile,61,74,Roberto,Romero
Y. Valery,Yan Valery,19,180.0,France,61,74,Yan,Valery
Y. Diarra,Youba Diarra,20,178.0,Mali,61,74,Youba,Diarra
